id,transcription
2274,THE WHOLE PRECEDING WAS SO CHILDISH THE MISERABLE PLOT SO TRANSPARENT THE OUTRAGE SO GROSS AS TO BRING DISCUSSED TO THE BETTER CLASS OF BORDER RUFFIANS WHO WERE WITNESSES AND SUCCESSARIES
2275,WE KNOWCATED FOOTNOTE GOVERNOR ROBINSON BEING ON HIS WAY EAST THE STEAM BOAT ON WHICH HE WAS TRAVELLING STOPPED AT LIKING TO MISERY
2276,IN A FEW DAYS AN OFFICER CAME WITH A REQUISITION FROM GOVERNOR SHANNAN AND TOOK THE PRISONER BY LAND A WEST PORT AND AFTERWARDS FROM THERE TO CAN THE CITY AND LEVINWORTH
2277,HAIRY WAS PLACE IN THE CASCITY OF CAPTAIN MARTIN OF THE KICOTUS WHO PROVED A KIND JAILER AND MATERIALLY ASSISTED AND PROTECTING HIM FROM THE DANGEROUS INTENTIONS OF THE MOB WHICH AT THAT TIME HELD LEVIN WORTH UNDER THE REIGN OF TERROR
2278,CAPTAIN MARTIN SAID I SHALL GIVE YOU A PISTOL TO HELP PROTECT YOURSELF IF WORSE COMES TO WORST
2279,IN THE EARLY MORNING OF THE NEXT DAY MAY TWENTY NINE A COMPANY OF DRAGGINS WITH ONE EMPTY SADDLE CAME DOWN FROM THE FORT AND WHILE THE COAST LABOUR MEN STILL SLEPT THE PRISONER AND HIS ESCORT WERE ON THEIR WAY ACROSS THE PRAYERS OF THE UNITED STATES ARMY
2280,THOUGH THROWNING TO PRISON FOR THIS ENTERPRISE AND DETAINED SOME TIME HE WAS NOT DISCOURAGED BUT STILL CONTINUED BY HIS COUNTENANCE AND PROTECTION TO INFUSE SPIRIT INTO THE DISTRESSED VIOLENCE
2281,AMONG NEITHER PERSONS OF DISTINCTION WHO UNITED THEMSELVES TO HIM WAS LORD NAPIER OF PROTESTANT SON OF THE FAMOUS INVENTOR OF THE LOGARTHMS THE PASSING TO WHOM THE TITLE OF A GREAT MAN IS MORE JUSTLY DUE
2282,WHILE THE FORMER FORETOLD THAT THE SCOTTISH COVENANTAS WERE SECRETLY FORMING A UNION WITH THE ENGLISH PARLIAMENT AND INCOCATED THE NECESSITY OF PREVENTING THEM BY SOME VIGOROUS AND TO TAKING THE LATTER STILL INSISTED THAT EVERY SUCH A TENT WOULD PRECIPITATE
2283,A KING'S EARS WERE NOW OPENED TO MONROZ'S COUNSELS COUNSELS WHO PROPOSED NONE BUT THE BOLDEST AND MOST DARING AGREEABLE TO THE DESPERATE STATE OF THE ROYAL COALS IN SCOTLAND
2284,FIVE HUNDRED MEN MORE WHO HAD BEEN LEVE'D BY THE CONVENTORS WERE PERSUADED TO EMBRACE THE ROYAL COALS AND WITH THIS COMBINED FORCE HE HASTENED TO ATTACK NOR'D KATH WITH AN ARMY OF SIX THOUSAND MEN ASSEMBLED UPON THE FIRST NEWS OF SIX THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED UPON THE FIRST THOUSAND MEN ASSEMBLED
2285,DRAGGING THE SUPERIOR POWER OF ARGYLE WHO HAVING JOINED HIS VASSALS TO A FORCE LEVEDIED BY THE PUBLIC WAS APPROACHING WITH A CONSIDERABLE ARMY MONROE'S HASTENED NORTHWARD IN ORDER TO ROUSE AGAIN THE MOCKY OF HUMPHREY AND THE MARQUIS OF HUMPHLY AND THE MORTONS
2286,THIS NOBLEMAN'S CHARACTER THOUGH CELEBRATED FOR POLITICAL COURAGE AND CONDUCT WAS VERY LOW FOR MILITARY PROWESS AND AFTER SOME SKIRMISHES IN WHICH HE WAS WORSTED HE HERE ALOUD MONROE'S TO ESCAPE HIM
2287,BY QUICK MARCHED THROUGH THESE INEXESIBLE MOUNTAINS BUT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE CONVENTORS
2288,WITH THESE AND SOME REENFORCEMENTS OF THE ETHEL MEN AND BUT DONNELS WHOM HE HAD RECALLED MONSTERS FELL SUDDENLY UPON OUR GUILE'S COUNTRY AND LET LOOSE UPON IT ALL THE RAGE OF WAR CARING OF THE CATTLE BURNING THE HOUSES AND PUTTING THE INHABITANTS TO THE SWORD
2289,THIS SEVERITY BY WHICH MONROE'S SALTE HIS VICTORIES WAS THE RESULT OF PRIVATE AND EMOTION AGAINST THE CHIEFTAIN AS MUCH AS OF ZEAL FOR THE PUBLIC COALS OUR GUILE COLLECTING THREE THOUSAND MEN MARCHED IN QUEST OF THE ENEMY WHO HAD RETIRED WITH THEIR PLUNDERED MEN MARCHED IN QUEST OF THE ENEMY MUCH IN QUEST OF THE ENEMY MARCHED IN QUEST OF THE ENEMY MUCH IN QUEST OF THE ENEMY MUCH IN QUEST OF THE ENEMY MUCH IN QUEST OF THE ENEMY MUCH IN QUEST OF THE ENEMY MUCH IN QUEST OF THE ENEMY WHO HAD RETIRED MEN MARCHED IN QUEST OF THE ENEMY WHO HAD
2290,BY A QUICK AND UNEXPECTED MARCH WHEN TROWS HASTENED TO INNER LUCKY AND PRESENTED HIMSELF IN ORDER OF BATTLE BEFORE THE SURPRISED BUT NOT A FRIGHTENED COVENANTERS
2291,HIS CONDUCT AND PRESENCE OF MIND IN THE EMERGIANS APPEARED CONSPICUOUS
2292,MON TROWS WEAK IN CAVALRY HERE LINE HIS TROOPS OF HORSE WITH INFANT TREE AND AFTER PUTTING THE ENEMY'S HORSE TO ROUTE FELL WITH UNITED FORCE UPON THEIR FOOT WHO WERE ENTIRELY CUT IN PIECES THERE WITH THE LOSS OF THE GORDON ON THE PART OF THE ROLISDENS
2293,FROM THE SAME MEN NEW REGIMENTS AND NEW COMPANIES WERE FORMED DIFFERENT OFFICERS APPOINTED AND THE WHOLE MILITARY FORCE PUT INTO SUCH HANDS AS THE INDEPENDENCE COULD RELY ON
2294,BESIDES MEMBERS OF PARLIAMENT WHO WERE EXCLUDED MANY OFFICERS UNWILLING TO SERVE UNDER THE NEW GENERALS THREW UP THEIR COMMISSIONS AND THEN RARELY FACILITATED THE PROJECT OF PUTTING THE ARMY ENTIRELY INTO THE HANDS OF THAT FACTION
2295,THAT THE DISCIPLINE OF THE FORMER PARLIAMENTARY ARMY WAS NOT CONTEMPTIBLE A MORE EXACT PLAN WAS INTRODUCED AND RIGOROUSLY EXECUTED BY THESE NEW COMMANDERS
2296,VALA INDEED WAS VERY GENERALLY DIFFUSED OVER THE ONE PARTY AS WELL AS THE OTHER HEARING THIS PERIOD DISCIPLINE ALSO WAS ATTAINED BY THE FORCES OF THE PARLIAMENT BUT THE PERFECTION OF THE MINUTARY ART IN CONCERTING THE GENERAL PLANS OF ACTION
2297, HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANYTHING BUT AHEAD LONG IN PICTURESQUE CONDUCT EACH PARTY HARDING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINE THE SUCCESS
2298,HE PASSED THROUGH A HANDY SIT ALBAN'S AND CAME SO NEAR TO LONDON AS HARROW OWN HILL
2299,THE SCOTTISH GENERAL AND COMMISSION AS AFFECTED GREAT SURPRISE ON THE APPEARANCE OF THE KING AND THOUGH THEY PAID HIM ONLY EXTERIOR RESPECT DO TO HIS DIGNITY THEY INSTANTLY SIT A GOD UPON HIM UNDER COLOR OF PROTECTION AND MAY HIM IN REALITY A PRISONER
2300,THEY INFORMED ENGLISH PARLIAMENT OF THIS UNEXPECTED INCIDENT AND ASSURED THEM THAT THEY HAD ENTERED INTO NO PRIVATE TREATY WITH THE KING
2301,OR HA HE GIVEN US ANY GIFT
2302,AND THE MEN OF ISRAEL ANSWERED THE MEN OF JUDAH AND SAID WE HAVE TEN POTS IN THE KING AND WE HAVE ALSO MORE RIGHT IN DAVID THAN YE WHY THEN DID GENIE SPIES US THAT OUR ADVICE SHOULD NOT BE FIRST HEAD IN BRINGING BACK OUR KING
2303,ANOTHER PREACHER AFTER REPROACHING HIM TO HIS FACE WITH HIS MISS GOVERNMENT OR DID THIS SOUND TO BE SO
2304,THE KING STOOD UP AND CALLED FOR THAT SONG WHICH BEGINS WITH THESE WORDS
2305,HAVE MERCY LORD ON ME I PRAY FOR MEN WOULD ME DEVOUR
2306,THE GOOD NATURED AUDIENCE IN PITY TO FALL AND MAJESTY SHOWED FOR ONE BRIGHTER DIFFERENCE TO THE KING THEN TO THE MINISTER AND SONG THE SONG WHICH THE FORMER HAD GOLDFUL
2307,THE PARLIAMENT AND THE SCOTLAND MADE THEIR PROPOSALS BEFORE THE KING
2308,BEFORE THE SETTLEMENT OF TERMS THE ADMINISTRATION MUST BE POSSESSED ENTIRELY BY THE PARLIAMENTS OF BOTH KINGDOMS AND HOW INCOMPATIBLE THAT SCHEME WITH THE LIBERTY OF THE KING IS EASILY IMAGINED
2309,THE ENGLISH IT IS EVIDENT HAD THEY NOT BEING PREVIOUSLY ASSURED OF RECEIVING THE KING WOULD NEVER HAVE PARTED WITH SO CONSIDERABLE A SUM AND WHILE THEY WEAKEN THEMSELVES BY THE SAME MEASURE HAVE STRENGTH AND TO PEOPLE WITH WHOM THEY MUST AFTERWARDS
2310,IF ANY STILL RETAIN RANKON AGAINST HIM IN HIS PRESENT CONDITION THEY PASSED IN SILENCE WHILE HIS WELL WISHES MORE GENEROUS THAN PRUDENT ACCOMPANIED HIS MARCH WITH TEARS AND WITH PRAYERS AND WITH PRAYERS FOR HIS SAFETY
2311,HIS DEATH IN THIS CONJUNCTURE WAS A PUBLIC MISFORTUNE
2312,THE ANALYSIS OF KNOWLEDGE WILL OCCUPY US UNTIL THE END OF THE THIRTEEN LECTURE AND IS THE MOST DIFFICULT PART OF OUR WHOLE ENTERPRISE
2313,WHAT IS CALLED PERCEPTIONS FROM SENSATION BY THE FACT THAT THE SENSATIONAL INGREDIENTS BRING UP HABITUAL ASSOCIATES IMAGES AND EXPECTATIONS OF THEIR USUAL CORRELATES ALL OF WHICH ARE SUBJECTIVELY INDISTINGUISHABLE FROM THE SENSATION
2314,WHETHER NOT THIS PRINCIPLE IS LIABLE TO ACCEPTIONS EVERY ONE WOULD AGREE THAT IT HAS A BROAD MEASURE OF TRUTH THOUGH THE WORD EXACTLY MIGHT SEEM AN OVER STATEMENT AND IT MIGHT SEEM MORE CORRECT TO SAY THAT I IT IS A PROXIMATELY REPRESENT IMPRESSIONS
2315,AND WHAT A SORT OF EVIDENCE IS LOGICALLY POSSIBLE
2316,THERE IS NO LOGICAL IMPOSSIBILITY AND THE HYPOTHESIS THAT THE WORLD SPRING INTO BEING FIVE MINUTES AGO EXACTLY AS IT IN WAS WITH THE POPULATION THAT REMEMBERED A HOLY UNWIELD PAST
2317,ALL THAT I AM DOING IS TO USE IT'S LODGINGS AS A HELP IN THE ANALYSIS OF WHAT OCCURS WHEN WE REMEMBER
2318,THAT BEHAVIOUR US TO ATTEMPTS TO MAKE PSYCHOLOGY A RECORD OF BEHAVIOUR HAS TO TRUST HIS MEMORY IN MAKING THE RECORD
2319, HABIT IS A CONCEPT INVOLVING THE OCCURRENCE OF SIMILAR EVENTS AT DIFFERENT TIMES IF THE BEHABURIST DOES CONFIDENT THAT THERE IS SUCH A PHENOMENON AS HABIT THAT AN ONLY BE BECAUSE HE TRUSTS HIS MEMORY WHEN IT ASSURES HIM THAT THERE HAVE BEEN OTHER TIMES
2320,BUT I DO NOT THINK SUCH AN INTERFERENCE IS WARRANTED
2321,OUR CONFIDENCE OR LACK OF CONFIDENCE IN THE ACCURACY OF A MEMORY IMAGE MUST AND FUNDAMENTAL CASES BE BASED UPON A CHARACTERISTIC OF THE IMAGE ITSELF SINCE WE CANNOT EVOKE THE PAST BODILY AND COMPARE IT WITH THE PRESENT IMAGE
2322,WE SOMETIMES HAVE IMAGES THAT ARE BINDINGS PECULIARLY VAGUE WHICH YET WE DO NOT TRUST FOR EXAMPLE UNDER THE INFLUENCE OF FATIGUE WE MAY SEE A FRIEND'S FACE VIVIDLY AND CLEARLY DISTORTED
2323,SOME IMAGES LIKE SOME SENSATIONS FEEL VERY FAMILIAR WHILE OTHERS FEEL STRANGE
2324,THE MILIARITY IS A FILLING CAPABLE OF DEGREE
2325,IN AN IMAGE OF A WELL KNOWN FACE FOR EXAMPLE SOME PARTS MAY FEEL MORE FAMILIAR THAN OTHERS WHEN THIS HAPPENS WE HAVE MORE BELIEF IN THE ACCURACY OF THE FAMILIAR PARTS THAN IN THAT OF THE UNFAMILIER PARTS
2326,I COME NOW TO THE OTHER CHARACTERISTIC WHICH MEMORY IMAGES MUST HAVE IN ORDER TO ACCOUNT FOR OUR KNOWLEDGE OF THE PAST
2327,THEY MUST HAVE SOME CHARACTERISTIC WHICH MAKES US REGARD THEM AS REFRAIN TO MORALESS REMOTE PORTIONS OF THE PAST
2328,IN ACTUAL FACT THERE ARE JEALOUS VARIOUS FACTORS THAT CONCUR IN GIVING US THE FEELING OF GREATER OR LESS REMOTENESS AND SOME REMEMBERED EVENT
2329,THERE MAY BE A SPECIFIC FILLING WHICH COULD BE CALLED THE FILLING OF PASTNESS ESPECIALLY WHERE IMMEDIATE MEMORY IS CONCERNED
2330,THERE IS OF COURSE A DIFFERENCE BETWEEN KNOWING THE TEMPORAL RELATION OF A REMEMBERED EVENT TO THE PRESENT AND KNOWING THE TIME ORDER OF TWO REMEMBERED EVENTS
2331,IT WOULD SEEM THAT ONLY RATHER RECENT EVENTS CAN BE PLACED AT ALL ACCURATELY BY MEANS OF FEELINGS GIVING THEIR TEMPORAL RELATION TO THE PRESENT BUT IT IS CLEAR THAT SUCH FEELINGS MUST PLAY IN A CENTRAL PART IN THE PROCESS OF DATING REMEMBERED EVENTS
2332,IF WE HAD RETAINED THE SUBJECT OR AT IN KNOWLEDGE THE WHOLE PROBLEM OF MEMORY WOULD HAVE BEEN COMPARATIVELY SIMPLE
2333,REMEMBERING HAS TO BE AT PRESENT OCCURRENCE AND SOME WAY RESEMBLING OR LIGHTED TO WHAT IS IT REMEMBERED
2334,SOME POINTS MAY BE TAKEN AS FIXED AND SUCH AS ANY THEORY OF MEMORY MUST ARRIVE AT
2335,IN THIS CASE AS IN MOST OTHERS WHAT MAY BE TAKEN A CERTAIN AND ADVANCE IS RATHER VAGUE
2336,THE FIRST OF OUR VAGUE BUT INDUBITABLE DATA IS THAT THERE IS KNOWLEDGE OF THE PAST
2337,WE MIGHT PROVISIONALLY THOUGH PERHAPS NOT QUITE CORRECTLY DEFINE MEMORY AS THAT WAY OF KNOWING ABOUT THE PAST WHICH HAS NO ANALOGUEG IN OUR KNOWLEDGE OF THE FUTURE SUCH A DEFINITION WOULD AT LEAST SERVE TO MARK THE PROBLEM WITH WHICH WE ARE CONCERNED THOUGH SOME EXPECTATIONS MAY TO SERVE A DEFINITION
2338,THIS DISENCHION IS VITAL TO THE UNDERSTANDING OF MEMORY BUT IT IS NOT SO EASY TO CARRY OUT IN PRACTICE AS IT IS TO DRAW IN THEORY
2339,A GRANDMA FOUND BY THE HELP OF SUITABLE RECORDS MIGHT RELATE TO US THE INCIDENTS OF ITS PAST AND PEOPLE ARE NOT SO DIFFERENT FROM GRATIFYING AS THEY LIKE TO BELIEVE
2340,I CONSENT TO WORK NOW TO REMEMBER THINGS I NEVER REMEMBER BEFORE SUCH AS WHAT I HAD TO EAT FOR BREAKFAST THIS MORNING AND IT CAN HARDLY BE WHOLLY HABIT THAT NAILS ME TO DO THIS
2341,THE FACT THAT A MAN CAN RECITE A POEM DOES NOT SHOW THAT HE REMEMBERS ANY PREVIOUS OCCASION ON WHICH HE HAS RECITED OR READ IT
2342,SIMMONS TWO BOOKS MENTIONED IN AN EARLIER LECTURE DO NOT TOUCH KNOWLEDGE MEMORY AT ALL CLOSELY
2343,THEY GIVE LAWS ACCORDING TO WHICH IMAGES OF PAST OCCURRENCES COME INTO OUR MINDS BUT DO NOT DISCUSS OUR BELIEVE THAT THESE IMAGES REFER TO PASS OCCURRENCES WHICH HAS WHAT CONSTITUTES GNAWEGE MEMORY
2344,IT IS THIS THAT IS EVINURES TO THEORY OF KNOWLEDGE
2345,IT IS BY NO MEANS ALWAYS RELIABLE ALMOST EVERYBODY HAS AT SOME TIME EXPERIENCED THE WELL KNOWN ILLUSION THAT ALL THAT IS HAPPENING NOW HAPPENED BEFORE AT SOME TIME
2346,WHENEVER THE SENSE OF FAMILIAR TO OCCURS WITHOUT A DEFINITE OBJECT IT LEAST US TO SEARCH THE ENVIRONMENT UNTIL WE ARE SATISFIED THAT WE HAVE FOUND THE APPROPRIATE OBJECT WHICH LEAD US TO THE JUDGMENT THIS IS FAMILIAR
2347,THUS NO KNOWLEDGE AS TO THE PAST IS TO BE DERIVED FROM THE FEELING OF FAMILIARITY ALONE
2348,A FURTHER STAGE IS RECOGNITION
2349,RECOGNITION IN THIS SENSE DOES NOT NECESSARILY INVOLVE MORE THAN A HABIT OF A ASSOCIATION THE KIND OF OBJECT WE ARE SEEN AT THE MOMENT IS ASSOCIATED WITH THE WORD CAT OR WITH AN AUTITORY IMAGE OF PURRING OR WHATEVER OTHER CHARACTERISTIC WE MAY HAPPEN TO RECOGNIZE IN THE CAT
2350,WE ARE OF COURSE AND FACT ABLE TO JUDGE WHEN WE RECOGNIZE AN OBJECT THAT WE HAVE SEEN IT BEFORE BUT THIS JUDGMENT IS SOMETHING OVER AND ABOVE RECOGNITION AND THIS FIRST SENSE AND MAY VERY PROBABLY BE IMPOSSIBLE TO ANIMALS THAT NEVERTHELESS HAVE THE EXPERIENCE OF RECOGNITION
2351,THIS KNOWLEDGE IS MEMORY AND ONE SINCE THOUGH IN ANOTHER IT IS NOT
2352,THERE ARE HOWEVER SEVERAL POINTS IN WHICH SUCH AN ACCOUNT OF RECOGNITION IS IN ADEQUATE TO BEGIN WITH IT MIGHT SEEM A FIRST SIGHT MORE CORRECT TO DEFINE RECOGNITION AS I HAVE SEEN THIS BEFORE THEN AS THIS HAS EXISTED BEFORE
2353,THE DEFINITION OF MY EXPERIENCE IS DIFFICULT BROADLY SPEAKING IT IS EVERYTHING THAT IS CONNECTED WITH WHAT I AM EXPERIENCED NOW BY CERTAIN LENGTH OF WHICH THE VARIOUS FORMS OF MEMORY ARE AMONG THE MOST IMPORTANT
2354,THUS IF I RECOGNIZE A THING THE OCCASION OF ITS PREVIOUS EXISTENCE IN VIRTUE OF WHICH I RECOGNIZED IT FORMS PART OF MY EXPERIENCE BY DEFINITION WILL BE ONE OF THE MARKS BY WHICH MY EXPERIENCE IS SINGLE OUT FROM THE REST OF THE WORLD
2355,OF COURSE THE WORDS THIS HAS EXISTED BEFORE ARE A VERY INADEQUATE TRANSLATION OF WHAT AXIALLY HAPPENS WHEN WE FORM A JUDGMENT OF RECOGNITION BUT THAT IS UNAVOIDABLE WORDS ARE FRAMED TO EXPRESS A LEVEL OF THOUGHT WHICH IS BY NO MEANS PRIMITIVE
2356,I REMAINED THERE ALONE FOR MANY HOURS BUT I MUST ACKNOWLEDGE THAT BEFORE I LEFT THE CHAMBERS I HAD GRADUALLY BROUGHT MYSELF TO LOOK AT THE MATTER IN ANOTHER LIGHT
2357,HAD EVEN CROSS WELLER NOT BEEN GOOD LOOKING HAD JACK AND STILL AT COLLEGE HAD SIR CARRINGTON HOVEL REMAINED IN ENGLAND HAD MISTER BONNETT AND THE BARKEEPER NOT SUCCEEDED AND STOPPING MY CARRIAGE ON THE HILL SHE I HAVE SUCCEEDED IN A LADY FOR THE FINAL DEPARTURE OF MY OLD FRIEND
2358,ON A RISING AT HOME AND MY OWN RESIDENCE I FOUND THAT ARCHALON WAS FILLED WITH A BRILLIANT COMPANY
2359,AS I SPOKE I MADE HIM A GRACIOUS BOW AND I THINK I SHOWED HIM BY MY MODE OF ADDRESS THAT I DID NOT BEAR ANY GRUDGE AS TO MY INDIVIDUAL SELF
2360,I HAVE COME TO YOUR SURES MISTER PRESIDENT WITH THE PURPOSE OF SEEING HOW THINGS ARE PROGRESSING AND THIS DECEIVED QUARTER OF THE WORLD
2361,WE HAVE OUR LITTLE STRUGGLES HERE IS ELSEWHERE AND ALL THINGS CANNOT BE DONE BY ROSE WAR
2362,WE ARE QUITE SATISFIED NOW CAPTAIN BATTLE ACTS SAID MY WIFE
2363,QUITE SATISFIED SAID EVA
2364,THE LADIES AND COMPLIANCE WITH THAT SOFTNESS OF HEART WHICH IS THEIR CHARACTERISTIC ARE ON ONE SIDE AND THE MEN BY WHOM THE WORLD HAS TO BE MANAGED OR ON THE OTHER
2365,NO DOUBT IN PROCESS OF TIME THE LADIES WILL FOLLOW
2366,THEY'RE MASTER SAID MISSUS NEVER DONE
2367,I DID NOT MEAN SAID CAPTAIN BOLTS TO TOUCH UPON PUBLIC SUBJECTS AT SUCH A MOMENT AS THIS
2368,MISSUS NEVER BEEN YOU MUST INDEED BE PROUD OF YOUR SON
2369,JACK HAD BEEN STANDING IN THE FOUR CORNER THE ROOM TALKING TO EVIL AND WAS NOW REDUCED TO SILENCE BY HIS PRAISES
2370,SIR CUNNINGON OVAL IS A VERY FINE PLAYER SAID MY WIFE
2371,I AND MY WIFE AND SON AND THE TWO CRESWELLERS AND THREE OR FOUR OTHERS AGREED TO DIE ON BOARD THE SHIP ON THE NEXT
2372,THIS I FELT WAS PAID TO ME OF BEING PRESIDENT OTHER REPUBLIC AND I ENDEAVORED TO BEHAVE MYSELF WITH SUCH MINGLED HUMILITY AND DIGNITY AS MIGHT BE FIT THE OCCASION BUT I COULD NOT BUT FEEL THAT SOMETHING WAS WANTING TO THE SIMPLICITY OF MY ORDINARY LIFE
2373,MY WIFE ON THIS FURTHER MOMENT MANAGED TO GIVE THE GENTLEMAN A VERY GOOD DINNER
2374,THIS SHE SAID WAS TRUE HOSPITALITY AND I AM NOT SURE THAT I DID NOT AGREE WITH THERE
2375,THEN THERE WERE THREE OR FOUR LEADING MEN OF THE COMMUNITY WITH THEIR WIVES WHO WERE FOR THE MOST PART THE FATHERS AND MOTHERS OF THE YOUNG LADIES
2376,OH YES SAID JACK AND I'M NOWHERE
2377,BUT I MEAN TO HAVE MY ENEMIES BEFORE LONG
2378,OF WHAT MISSUS NEVER BEEN HAD GONE THROUGH IN PROVIDED BIRDS BEASTS AND FISHES NOT TO TALK OF TALKS AND JELLIES FOR THE DINNER OF THAT DAY NO ONE BUT MYSELF CAN HAVE ANY IDEA BUT IT MUST BE ADMITTED THAT SHE ACCOMPLISHED HER TASK WITH THOROUGH SUCCESS
2379,WE SAT WITH THE OFFICERS SOME LITTLE TIME AFTER DINNER AND THEN WENT ASHORE
2380,HOW MUCH OF EVIL A REAL ACCOMPLISHED EVIL HAVE THERE NOT OCCURRED TO ME DURING THE LAST FEW DAYS
2381,WHAT COULD I DO NOW BUT JUST LAY MYSELF DOWN AND DIE
2382,ON THE DEATH OF WHICH I DRANK COULD NOT ALAS
2383,WHEN THIS CAPTAIN SHOULD HAVE TAKEN HIMSELF AND HIS VESSEL BACK TO ENGLAND I WOULD RETIRE TO A SMALL FARM WHICH I POSSESSED AT THE FURTHEST SIDE OF THE ISLAND AND THERE IN SECLUSION WHICH I IN MY DAYS
2384,JEKE WOULD BECOME EVEN AND WOULD REMAIN AMISS THE HURRIED DUTIES OF THE EAGER WORLD
2385,THINKY OF ALL THIS I WENT ASLEEP
2386,MISTER NEVER BEEN BEGAN THE CAPTAIN AND I OBSERVED THAT UP TO THAT MOMENT HE HAD GENERALLY ADDRESSED ME AS PRESENT THEY CANNOT BE DENIED THAT WE HAVE COME HERE ON AN UNPLEASANT MISSION
2387,YOU HAVE RECEIVED US WITH ALL THAT COURTESY IN HOSPITALITY FOR WHICH YOUR CHARACTER IN ENGLAND STAND SO HIGH
2388,IT IS A DUTY SAID I
2389,BUT YOUR POWER IS SO SUPERIOR TO ANY THAT I CAN ADVANCE AS TO MAKE US HERE FEEL THAT THERE IS NO DISGRACE IN YIELDING TO IT
2390,NOT ADEL THE HEAD YOUR FORCE BEEN ONLY DOUBLE OR TROUBLE OR OWN I SHOULD HAVE BEEN AT MY DUTY TO STRUGGLE WITH YOU
2391,THAT IS ALL QUITE TRUE MISTER NEVER BEEN SAID SIR FERDINANDO BROWN
2392,I CAN AFFORD TO SMILE BECAUSE I AM ABSOLUTELY POWERLESS BEFORE YOU BUT I DO NOT THE LESS FEEL THAT IN A MATTER OF WHICH THE PROGRESS OF THE WORLD IS CONCERNED I OR RATHER WE HAVE BEEN PUT DOWN BY BRUTE FORCE
2393,YOU HAVE COME TO US STANDING US WITH ABSOLUTE DESTRUCTION
2394,THEREFORE I FEEL MYSELF QUITE ABLE AS PRESIDENT OF THIS REPUBLIC TO RECEIVE YOU WITH A COURTESY DUE TO THE SERVANTS OF A FRIENDLY ALLY
2395,I CAN ASSURE YOU HE HAS NOT EVEN ALLOWED ME TO SEE THE TRIGGER SINCE I HAVE BEEN ON BOARD
2396,THEN SAID SIR FERDINANDO THERE'S NOTHING FOR IT BUT THAT WE MUST TAKE YOU WITH HIM
2397,THERE CAME UPON ME A SUDDEN SHOT WHEN I HEARD THESE WORDS WHICH EXCEEDED ANYTHING WHICH I HAD YET FELL
2398,YOU HEAR WHAT'S YOUR FURN IN A BROWN A SAD REPLIED CAPTAIN BATTLE AXE
2399,BUT WHAT IS TO DELICATE MISSION I ASKED
2400,I WAS TO BE TAKEN AWAY AND CARRIED TO ENGLAND WERE ELSEWHERE WERE DROWNED UPON THE VOYAGE AND MATTER NOT WHICH
2401,THEN THE REPUBLIC OF BRIGHAMA WAS TO BE DECLARED AS NON EXISTENT AND THE BRITISH FLAG WAS TO BE EXALTED AND A BRITISH GOVERNOR AND STOLE IN THE EXECUTIVE CHAMBERS
2402,YOU MAY BE QUITE SHORTS THERE SAID CAPTAIN BATTLE AXE AND THAT I CAN SO USE IT AS TO HALF OBLITERATE YOUR TOWN WITHIN TWO MINUTES OF MY RETURN ON BOARD
2403,YOU PROPOSED TO KITTEN UP ME I SAID
2404,WELL WE BECOME WITH YOUR GUN WERE I TO KITTEN UP YOU
2405,LIEUTENANT CROSSRIES IS A VERY GALLANT OFFICER
2406,ONE OF US ALWAYS REMAINS ON BOARD WHILE THE OTHERS ON SHORE
2407,WHAT WORLD WIDE INIQUITY SUCH AS SPEECH AS THAT DISCLOSE SAID I STILL TURNING MYSELF TO THE CAPTAIN FOR THOUGH I WOULD HAVE CRUSHED THEM BOTH ON MY WORDS HAD IT BEEN POSSIBLE MY JUST LIFE CENTRED ITSELF ON SIR FERDINANDO
2408,YOU WILL ALLOW ME TO SUGGEST SAID HE BUT THAT IS A MATTER OF OPINION
2409,WERE I TO COMPLY WITH YOUR ORDERS WITHOUT EXPRESSING MY OWN OPINION I SHOULD SEEM TO HAVE DONE SO WILLINGLY HEREAFTER
2410,THE LETTER RAN AS FOLLOWS
2411,SIR I HAVE A INCOME MAN TO INFORM YOUR EXCELLENCY THAT YOU HAVE BEEN APPOINTED GOVERNOR OF THE CROWNY WHICH IS CALLED WRITTEN YOUA
2412,THE PECULIAR CIRCUMSTANCES OF THE COLONY ARE WITHIN YOUR EXCELLENCY'S KNOWLEDGE
2413,BUT IN THEIR SELECTION OF A CONSTITUTION THE BURDEN USELESS HAVE UNFORTUNATELY ALLOWED THEMSELVES BUT ONE DELIBERATE ASSEMBLY AND HENCE HAS FRYING THEIR PRESENT DIFFICULTIES
